,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,temp
7511,1,1,1,0,1,19
7512,0,1,0,1,0,5
7513,1,1,1,1,0,24
7514,1,0,1,0,0,1
7515,0,1,0,1,1,7
7516,1,1,1,1,1,20
7517,0,0,0,1,0,5
7518,0,0,0,1,1,4
7519,1,1,1,0,1,8
7520,0,1,1,1,0,20
7521,0,0,1,0,0,15
7522,1,0,1,1,0,1
7523,0,1,0,0,1,4
7524,0,1,0,1,1,9
7525,1,1,0,1,0,11
7526,0,1,0,0,0,23
7527,0,1,0,0,1,3
7528,0,0,0,0,1,23
7529,0,0,0,1,1,21
7530,0,0,0,1,1,18
7531,0,0,1,1,1,20
7532,0,1,1,1,0,10
7533,0,0,0,0,0,7
7534,0,0,1,1,0,19
7535,1,1,0,1,0,18
7536,1,0,0,1,0,22
7537,0,0,0,1,0,8
7538,1,1,1,0,1,17
7539,0,1,0,0,1,3
7540,1,0,1,0,0,6
7541,1,0,0,1,1,0
7542,0,0,0,1,0,17
7543,0,0,0,1,0,1
7544,1,1,1,0,0,3
7545,1,1,0,0,1,9
7546,0,0,0,0,0,10
7547,1,1,1,1,1,13
7548,1,1,1,0,1,8
7549,1,1,0,0,1,10
7550,1,0,1,0,1,4
7551,1,0,0,1,0,13
7552,1,0,1,1,0,16
7553,0,0,0,0,1,13
7554,0,1,0,1,1,10
7555,0,0,1,0,0,12
7556,1,1,1,0,0,8
7557,0,0,0,0,0,1
7558,0,1,1,1,1,4
7559,1,0,1,1,0,6
7560,1,1,1,1,1,4
7561,0,1,1,0,1,23
7562,0,1,1,1,0,0
7563,1,0,0,1,1,4
7564,0,1,1,0,1,2
7565,0,0,0,0,1,12
7566,0,1,0,1,0,15
7567,0,0,0,1,1,15
7568,1,0,0,0,1,9
7569,1,1,1,0,0,18
7570,1,0,1,1,1,16
7571,0,0,0,0,0,23
7572,1,0,0,0,1,3
7573,1,0,1,0,1,9
7574,1,0,0,1,0,21
7575,0,0,1,0,1,13
7576,1,1,0,0,1,6
7577,0,1,0,0,0,19
7578,0,0,1,1,1,24
7579,0,1,0,1,0,10
7580,1,0,0,1,0,9
7581,1,1,1,0,0,6
7582,1,0,0,1,0,5
7583,0,0,0,0,1,19
7584,0,0,1,0,1,21
7585,0,0,1,0,0,14
7586,0,0,1,1,0,14
7587,1,1,1,0,0,13
7588,1,1,1,0,0,9
7589,0,1,0,0,1,24
7590,1,1,0,0,1,19
7591,1,0,0,0,1,12
7592,1,1,0,0,0,4
7593,0,1,0,1,1,7
7594,1,0,0,0,1,2
7595,1,0,0,0,0,8
7596,0,0,0,1,0,7
7597,0,0,0,0,1,7
7598,1,0,0,0,1,3
7599,1,0,1,1,0,2
7600,1,1,1,1,0,7
7601,1,0,0,1,0,4
7602,0,0,0,0,0,17
7603,0,0,0,1,0,3
7604,1,0,1,1,0,8
7605,1,0,1,1,0,10
7606,1,0,1,0,1,13
7607,1,1,1,0,1,23
7608,1,1,1,0,0,24
7609,1,0,1,1,1,9
7610,1,0,1,0,0,13
7611,1,0,1,1,0,2
7612,0,1,0,1,1,0
7613,0,0,0,0,1,23
7614,0,0,1,0,1,12
7615,1,0,0,1,0,22
7616,1,0,0,0,0,20
7617,1,0,1,0,0,24
7618,1,0,0,1,0,0
7619,1,0,1,1,0,23
7620,0,1,1,1,1,7
7621,1,1,1,1,0,1
7622,0,0,1,0,0,21
7623,1,1,1,1,1,3
7624,1,1,0,0,1,15
7625,1,1,1,0,1,23
7626,1,1,1,0,0,24
7627,0,1,1,0,0,15
7628,1,0,1,0,1,19
7629,0,1,0,1,0,4
7630,1,0,0,1,1,19
7631,1,0,0,1,0,11
7632,0,0,1,0,0,13
7633,1,0,0,1,0,1
7634,0,1,0,1,1,22
7635,1,1,0,1,0,21
7636,0,1,0,1,1,5
7637,0,1,0,1,1,11
7638,0,1,1,0,1,4
7639,0,1,1,1,1,24
7640,0,0,1,0,0,9
7641,0,0,1,0,0,13
7642,0,1,1,1,0,4
7643,0,0,0,1,0,6
7644,0,1,1,0,1,14
7645,1,1,1,0,1,12
7646,1,1,1,0,1,14
7647,0,1,1,0,0,2
7648,0,0,0,1,0,1
7649,1,1,0,1,1,24
7650,0,0,1,1,1,9
7651,0,1,0,0,0,8
7652,1,1,1,0,0,14
7653,0,0,0,1,0,15
7654,1,0,0,0,1,2
7655,1,1,1,0,0,9
7656,0,0,1,0,1,22
7657,0,1,0,1,0,7
7658,1,0,0,1,1,15
7659,0,0,0,0,0,9
7660,0,0,0,1,0,3
7661,0,0,0,1,1,12
7662,0,0,1,1,1,1
7663,0,1,0,1,0,24
7664,1,0,0,0,1,10
7665,0,0,1,1,1,19
7666,0,1,1,1,0,20
7667,0,1,0,0,0,17
7668,0,0,1,0,1,2
7669,1,0,0,0,1,16
7670,0,1,0,1,0,11
7671,1,0,0,1,0,18
7672,0,1,1,0,0,24
7673,1,0,0,0,1,3
7674,0,0,1,1,1,5
7675,0,0,1,1,0,22
7676,1,0,0,1,1,6
7677,1,1,1,1,1,8
7678,1,0,0,1,0,12
7679,0,0,1,0,0,12
7680,1,1,0,1,1,10
7681,0,1,1,1,0,5
7682,1,1,0,0,0,14
7683,0,1,1,0,0,4
7684,0,1,1,1,1,7
7685,0,1,1,1,0,16
7686,1,0,1,0,1,4
7687,0,1,1,1,1,24
7688,0,1,0,0,0,14
7689,1,0,0,0,0,24
7690,0,1,1,1,0,1
7691,1,1,0,1,1,21
7692,1,0,1,0,1,24
7693,1,0,0,0,1,3
7694,0,1,1,1,1,19
7695,0,1,0,1,1,18
7696,0,1,1,1,1,16
7697,0,1,1,0,1,20
7698,0,0,1,1,0,19
7699,0,1,1,1,1,17
7700,1,0,1,0,1,1
7701,0,1,0,1,0,11
7702,0,0,0,0,1,2
7703,1,1,1,0,1,0
7704,1,1,1,0,1,0
7705,0,0,1,1,0,1
7706,1,0,1,0,1,4
7707,0,1,1,0,1,20
7708,1,1,0,1,1,6
7709,1,1,1,0,0,4
7710,1,1,1,0,1,17
7711,1,0,0,0,1,9
7712,0,0,1,1,0,24
7713,0,1,1,0,0,2
7714,0,1,1,1,0,22
7715,1,0,0,0,1,6
7716,1,1,0,0,1,6
7717,1,0,0,1,0,5
7718,1,1,0,0,1,16
7719,0,1,0,1,0,22
7720,1,1,0,0,1,12
7721,0,1,0,1,1,22
7722,0,1,0,1,1,2
7723,0,1,1,1,1,22
7724,0,0,1,0,0,8
7725,1,1,1,1,1,11
7726,0,0,0,1,1,8
7727,0,0,1,0,0,0
7728,0,0,0,0,0,6
7729,0,0,1,0,0,22
7730,1,0,0,1,0,10
7731,1,1,0,0,1,11
7732,0,0,0,0,1,22
7733,0,0,1,0,1,17
7734,0,0,0,0,0,9
7735,1,0,0,1,1,17
7736,0,0,1,1,1,0
7737,0,1,1,0,0,22
7738,1,0,0,1,0,10
7739,0,1,0,0,1,6
7740,0,0,0,1,1,23
7741,0,1,0,0,0,13
7742,1,0,0,0,0,8
7743,1,0,0,0,0,20
7744,0,1,1,0,1,24
7745,0,1,0,1,0,19
7746,1,0,1,1,0,13
7747,0,1,0,1,0,10
7748,1,0,1,1,0,22
7749,1,1,1,1,0,6
7750,1,0,1,1,1,15
7751,1,0,0,1,0,22
7752,0,0,1,0,0,10
7753,1,1,1,1,0,10
7754,1,0,1,0,1,10
7755,1,0,1,1,0,23
7756,0,0,0,0,0,8
7757,0,1,0,0,1,23
7758,0,1,0,1,1,15
7759,1,1,0,1,1,9
7760,1,1,0,0,0,17
7761,0,0,1,0,0,19
7762,0,1,1,1,1,4
7763,1,0,0,0,0,23
7764,0,1,0,1,1,21
7765,1,1,0,1,1,7
7766,1,1,1,0,1,11
7767,1,1,0,0,1,10
7768,1,0,1,0,0,23
7769,1,0,1,0,1,22
7770,0,0,0,0,0,7
7771,0,1,0,1,1,15
7772,0,0,0,1,1,4
7773,1,0,0,1,0,0
7774,0,0,1,1,0,7
7775,1,1,1,1,0,23
7776,1,0,1,1,0,14
7777,0,0,0,0,0,6
7778,1,0,0,0,0,1
7779,0,0,0,1,1,14
7780,1,1,0,1,1,23
7781,1,1,1,1,0,14
7782,1,0,1,1,1,21
7783,1,0,1,1,0,12
7784,0,0,1,0,1,2
7785,0,1,0,1,0,21
7786,0,1,1,0,1,0
7787,1,1,0,1,0,23
7788,0,0,0,1,0,22
7789,0,0,0,1,0,13
7790,1,1,1,1,0,6
7791,0,1,0,0,1,21
7792,1,0,1,1,1,19
7793,1,0,1,0,0,9
7794,1,1,0,1,0,13
7795,0,1,1,0,1,15
7796,0,0,1,0,1,0
7797,1,0,1,1,1,2
7798,1,1,0,0,0,4
7799,0,0,0,0,1,21
7800,1,1,1,1,1,20
7801,1,1,1,0,1,10
7802,1,0,1,1,0,23
7803,0,0,1,1,1,22
7804,0,1,1,0,1,23
7805,0,0,1,1,0,13
7806,0,1,1,0,1,18
7807,1,1,0,0,0,14
7808,0,0,1,1,1,19
7809,1,0,0,1,0,1
7810,1,1,1,1,1,6
7811,1,0,1,1,0,9
7812,1,0,1,1,1,7
7813,0,0,1,0,0,16
7814,1,0,0,0,1,17
7815,1,1,0,1,1,0
7816,1,0,1,1,0,23
7817,1,0,0,1,1,2
7818,0,0,0,1,1,19
7819,1,1,0,0,0,19
7820,0,0,0,1,1,6
7821,1,0,0,1,0,2
7822,0,0,0,0,1,7
7823,0,0,1,1,0,0
7824,1,0,0,0,0,10
7825,0,1,0,1,0,15
7826,0,0,1,0,0,23
7827,0,1,1,1,0,8
7828,1,1,0,0,1,15
7829,0,1,0,1,0,11
7830,0,1,0,1,0,17
7831,0,1,0,0,0,20
7832,1,0,0,1,0,4
7833,0,0,1,0,1,14
7834,1,0,0,0,1,9
7835,0,0,1,0,0,5
7836,0,1,1,1,0,16
7837,0,0,1,0,0,24
7838,1,0,1,0,1,22
7839,1,0,1,1,1,11
7840,1,0,0,1,0,21
7841,0,0,1,1,1,9
7842,0,0,1,1,0,18
7843,0,0,0,1,1,20
7844,1,1,0,0,1,15
7845,0,1,0,0,1,16
7846,1,1,1,0,1,21
7847,0,0,0,1,0,6
7848,0,0,0,1,1,0
7849,1,1,1,1,1,24
7850,0,1,0,1,1,9
7851,1,0,1,1,1,15
7852,1,1,1,0,0,0
7853,1,1,1,0,0,23
7854,1,1,0,1,1,14
7855,0,1,0,0,0,11
7856,0,0,1,1,0,17
7857,1,1,1,0,1,21
7858,1,1,1,1,1,3
7859,1,1,1,0,0,13
7860,0,1,1,0,1,14
7861,1,0,1,1,0,24
7862,1,0,0,1,1,16
7863,1,1,1,0,0,1
7864,0,1,1,1,1,21
7865,0,1,0,1,0,5
7866,0,0,1,0,0,11
7867,0,1,0,1,0,18
7868,0,0,0,1,1,7
7869,1,1,1,1,1,4
7870,0,1,1,0,0,12
7871,1,0,1,1,0,13
7872,0,1,0,0,1,14
7873,0,1,0,1,0,18
7874,0,0,1,0,0,13
7875,1,0,0,1,0,15
7876,1,1,1,1,1,20
7877,0,0,0,0,1,0
7878,1,1,1,0,0,16
7879,0,1,0,0,1,16
7880,0,0,1,1,0,23
7881,0,0,1,1,0,16
7882,1,1,1,0,1,17
7883,1,0,0,1,0,13
7884,1,0,0,1,1,23
7885,1,1,0,1,1,5
7886,0,1,0,1,0,18
7887,0,0,1,1,1,16
7888,0,0,0,1,1,1
7889,1,0,1,0,1,5
7890,0,1,1,1,1,16
7891,1,0,1,0,1,21
7892,0,0,0,0,1,23
7893,0,1,1,1,0,20
7894,0,1,1,0,0,8
7895,0,1,0,0,1,3
7896,0,1,1,1,0,9
7897,1,1,0,0,1,24
7898,0,0,0,0,1,24
7899,1,1,0,1,1,24
7900,0,0,1,1,1,13
7901,0,0,0,0,1,7
7902,1,1,0,1,1,12
7903,1,0,0,0,0,16
7904,0,0,1,0,0,12
7905,1,1,1,1,0,22
7906,1,1,1,1,0,18
7907,1,1,0,0,0,15
7908,0,0,1,0,0,17
7909,1,1,1,0,0,18
7910,0,1,1,1,1,3
7911,0,0,0,0,1,18
7912,0,1,0,1,1,16
7913,0,1,1,1,1,21
7914,1,0,1,0,0,22
7915,1,1,0,0,0,11
7916,1,1,0,1,0,16
7917,1,0,1,0,0,23
7918,1,1,0,0,1,1
7919,0,0,1,1,0,22
7920,1,0,1,0,0,24
7921,0,1,1,0,0,24
7922,1,0,1,0,1,18
7923,0,1,1,1,0,6
7924,0,0,0,0,0,20
7925,1,0,1,0,0,12
7926,1,1,1,1,1,10
7927,0,1,1,1,0,4
7928,0,0,1,0,1,12
7929,0,1,1,0,0,17
7930,1,1,0,1,1,3
7931,1,0,0,0,0,4
7932,1,1,0,0,0,23
7933,1,0,0,1,0,7
7934,1,1,0,0,1,8
7935,0,0,0,0,1,22
7936,0,1,1,1,0,24
7937,1,0,1,0,1,24
7938,0,0,0,0,1,20
7939,0,0,0,1,0,23
7940,0,1,1,0,0,6
7941,0,0,0,1,1,24
7942,0,0,1,1,0,16
7943,1,0,1,1,1,10
7944,1,1,0,0,0,9
7945,1,0,1,1,1,12
7946,0,1,0,0,1,19
7947,1,1,1,1,0,9
7948,0,1,1,0,0,15
7949,1,0,1,1,0,19
7950,0,1,1,0,0,20
7951,1,1,1,0,1,22
7952,0,0,0,1,1,13
7953,1,1,1,1,0,24
7954,0,1,1,0,1,16
7955,0,1,1,1,0,21
7956,1,1,0,1,1,0
7957,1,1,1,0,0,9
7958,0,1,1,0,1,11
7959,1,0,1,1,0,18
7960,1,0,0,1,0,23
7961,1,0,0,0,0,12
7962,0,0,1,0,1,15
7963,0,0,0,0,1,1
7964,0,0,0,1,0,5
7965,0,0,0,0,1,20
7966,0,1,0,1,0,19
7967,1,0,0,1,1,12
7968,1,1,1,1,1,3
7969,0,1,1,0,1,11
7970,1,1,0,0,1,24
7971,0,1,1,0,0,20
7972,0,0,0,1,1,10
7973,0,1,1,1,0,19
7974,1,1,1,0,0,22
7975,0,0,0,1,0,21
7976,0,1,0,0,1,12
7977,0,0,0,0,0,10
7978,0,1,0,1,1,12
7979,0,0,1,1,0,8
7980,1,1,1,1,0,23
7981,1,1,0,1,0,4
7982,1,0,1,0,0,7
7983,0,0,0,0,0,20
7984,1,0,1,1,0,8
7985,0,1,1,0,1,11
7986,1,1,0,1,1,12
7987,0,0,0,1,1,9
7988,1,0,0,0,1,0
7989,1,0,1,1,1,4
7990,1,0,1,1,0,1
7991,0,0,0,0,0,13
7992,1,1,0,1,0,24
7993,1,1,0,0,1,11
7994,1,0,1,0,0,6
7995,1,1,0,1,0,1
7996,1,1,0,1,1,0
7997,1,0,1,1,0,4
7998,0,0,0,1,1,8
7999,0,1,0,0,0,16
8000,0,1,0,0,0,12
8001,1,1,1,0,0,23
8002,0,1,0,1,0,12
8003,0,1,0,0,1,7
8004,0,1,0,1,0,7
8005,0,1,1,0,0,6
8006,1,0,0,0,0,24
8007,1,1,0,1,1,7
8008,0,1,0,1,1,24
8009,1,0,0,1,1,1
8010,0,0,0,1,1,5
8011,1,1,1,1,0,12
8012,0,0,1,1,0,18
8013,0,1,0,0,1,6
8014,0,1,1,1,0,7
8015,1,0,0,1,1,0
8016,1,0,1,1,0,23
8017,0,1,0,1,1,10
8018,1,1,0,0,1,13
8019,1,1,1,1,0,0
8020,1,1,1,0,1,8
8021,0,1,0,0,1,8
8022,1,0,0,0,0,7
8023,1,1,0,0,1,16
8024,0,1,1,1,1,23
8025,0,0,1,1,0,13
8026,0,1,0,0,1,21
8027,1,1,0,0,1,22
8028,0,1,1,0,1,21
8029,1,1,0,1,1,20
8030,1,1,0,0,0,1
8031,0,0,0,1,1,22
8032,0,1,0,1,0,12
8033,0,0,0,0,0,15
8034,1,1,0,0,0,13
8035,0,1,0,1,1,13
8036,1,1,0,0,0,9
8037,1,1,1,1,1,5
8038,1,1,0,0,0,12
8039,0,1,0,1,1,4
8040,0,0,1,0,1,1
8041,1,1,0,1,1,16
8042,0,1,1,0,0,1
8043,0,0,0,1,0,5
8044,1,1,1,1,0,18
8045,0,1,0,0,0,19
8046,1,0,1,1,0,20
8047,1,1,1,1,0,7
8048,1,0,0,0,1,17
8049,0,1,0,1,0,3
8050,1,1,0,0,1,7
8051,1,1,1,0,0,13
8052,0,0,0,1,0,9
8053,1,0,1,1,1,7
8054,0,0,0,1,1,18
8055,1,1,0,1,1,4
8056,0,0,1,0,0,3
8057,0,1,0,1,1,14
8058,0,0,0,1,1,9
8059,0,1,1,1,1,15
8060,1,0,1,1,1,7
8061,1,0,0,0,0,13
8062,0,1,1,1,0,15
8063,0,0,0,0,1,15
8064,1,1,1,1,1,12
8065,1,0,1,0,0,5
8066,0,0,1,1,1,16
8067,1,1,1,0,1,23
8068,0,1,1,1,0,20
8069,1,1,0,0,0,0
8070,0,1,1,0,1,22
8071,0,0,1,1,1,9
8072,0,1,1,0,0,1
8073,1,1,1,0,1,13
8074,0,0,1,0,1,22
8075,1,0,1,0,1,22
8076,0,0,0,1,1,22
8077,1,1,1,0,1,23
8078,1,0,0,1,0,21
8079,1,0,0,1,0,17
8080,1,1,0,1,0,8
8081,0,1,1,1,0,9
8082,1,0,1,0,0,7
8083,1,0,0,0,1,1
8084,0,0,1,0,0,9
8085,1,1,0,1,0,19
8086,1,0,1,1,0,5
8087,0,0,0,1,1,20
8088,1,0,1,0,1,19
8089,0,0,1,1,0,16
8090,1,1,1,0,1,19
8091,1,0,1,1,0,19
8092,1,1,1,0,0,17
8093,0,1,0,0,1,2
8094,1,0,1,0,0,12
8095,0,0,0,0,1,14
8096,0,1,0,0,1,15
8097,0,0,1,0,1,14
8098,0,0,0,1,0,7
8099,1,0,1,1,0,0
8100,1,1,1,0,1,6
8101,0,0,0,1,0,18
8102,0,0,0,0,1,13
8103,1,0,1,0,1,11
8104,1,1,0,1,0,4
8105,1,0,1,0,1,17
8106,0,1,0,1,0,14
8107,0,1,0,1,0,24
8108,1,0,1,0,0,5
8109,0,0,1,1,0,5
8110,0,1,1,0,0,11
8111,1,0,0,1,1,0
8112,0,1,1,0,0,3
8113,1,1,1,1,1,0
8114,0,1,1,1,1,24
8115,0,1,1,0,1,1
8116,1,0,0,0,0,12
8117,0,0,0,0,1,2
8118,1,1,1,1,1,17
8119,1,0,1,0,1,21
8120,1,1,0,0,0,11
8121,0,0,1,1,1,13
8122,0,0,1,0,0,3
8123,0,0,1,0,1,4
8124,0,1,1,0,0,1
8125,1,1,0,0,1,16
8126,1,1,0,1,1,16
8127,0,1,1,0,0,3
8128,1,0,0,1,0,16
8129,0,0,1,0,1,10
8130,1,0,1,0,1,7
8131,1,0,1,0,0,13
8132,0,0,0,0,0,15
8133,0,1,0,1,1,20
8134,0,1,1,1,0,22
8135,1,0,1,0,1,18
8136,1,1,1,1,1,7
8137,1,0,0,0,0,22
8138,1,0,1,0,1,7
8139,0,1,1,1,1,8
8140,1,0,1,1,1,11
8141,0,0,1,1,1,17
8142,1,0,0,0,0,12
8143,1,1,1,1,1,17
8144,1,0,1,1,0,11
8145,0,0,0,0,0,8
8146,1,0,1,0,1,21
8147,0,0,0,1,1,2
8148,0,1,0,0,1,1
8149,0,0,1,1,0,4
8150,1,1,0,1,1,9
8151,0,1,1,0,0,2
8152,0,0,0,0,0,4
8153,1,0,0,0,0,0
8154,0,0,0,0,0,10
8155,1,0,0,1,1,7
8156,0,1,0,1,1,4
8157,1,1,1,1,1,24
8158,0,0,1,1,1,5
8159,0,1,0,0,1,2
8160,0,1,1,0,1,6
8161,1,0,1,0,0,0
8162,1,1,0,0,1,1
8163,0,1,1,1,0,0
8164,0,0,0,0,1,22
8165,1,1,1,1,1,19
8166,1,0,1,0,1,13
8167,0,1,1,0,1,1
8168,0,0,1,0,1,10
8169,1,1,1,0,1,11
8170,0,0,0,0,0,13
8171,0,0,0,1,1,1
8172,0,1,1,0,1,7
8173,1,0,0,0,1,10
8174,1,1,1,0,0,18
8175,0,0,1,1,1,10
8176,1,1,0,1,1,16
8177,1,0,0,1,1,4
8178,0,1,1,0,0,19
8179,1,1,1,1,1,12
8180,0,1,0,1,1,20
8181,1,1,1,1,1,8
8182,1,0,1,1,0,19
8183,0,1,1,1,1,11
8184,1,1,0,1,0,24
8185,0,0,0,0,1,11
8186,0,0,0,1,0,13
8187,1,1,1,0,0,17
8188,0,1,0,0,1,20
8189,0,1,0,1,1,11
8190,1,1,1,0,0,1
8191,1,0,0,1,1,17
8192,1,0,0,1,0,4
8193,1,0,0,0,1,18
8194,1,0,1,1,0,23
8195,0,0,0,0,1,18
8196,0,1,0,0,1,14
8197,1,0,1,1,0,19
8198,1,1,1,1,0,11
8199,0,0,0,1,1,5
8200,1,1,0,1,0,16
8201,1,0,0,1,1,3
8202,1,0,1,0,1,16
8203,1,1,0,1,1,8
8204,0,1,1,1,0,15
8205,1,0,1,0,1,10
8206,1,0,1,1,1,4
8207,0,0,0,1,0,17
8208,0,1,1,1,1,19
8209,0,0,0,0,1,6
8210,1,0,0,1,1,14
8211,1,0,0,1,0,24
8212,1,0,1,1,0,17
8213,0,0,0,0,1,7
8214,0,0,1,1,1,16
8215,0,0,1,0,0,8
8216,0,0,0,1,1,10
8217,0,1,0,1,0,18
8218,0,0,0,1,0,4
8219,0,1,1,1,0,7
8220,0,1,0,0,1,14
8221,0,1,0,1,1,6
8222,1,1,0,0,1,9
8223,0,1,0,1,1,7
8224,1,0,1,0,1,6
8225,0,0,1,0,0,24
8226,1,0,1,0,1,23
8227,1,0,0,1,1,8
8228,0,0,1,1,1,8
8229,0,1,1,0,0,18
8230,1,1,1,1,0,5
8231,1,0,1,0,1,1
8232,0,0,0,0,1,19
8233,0,1,1,0,1,2
8234,1,0,1,1,0,3
8235,1,0,0,0,1,9
8236,1,1,0,1,1,6
8237,0,0,1,1,1,10
8238,1,1,1,0,0,14
8239,1,1,1,1,0,7
8240,0,1,1,0,1,12
8241,1,1,1,1,1,20
8242,1,0,0,1,1,23
8243,1,1,1,0,0,21
8244,1,0,0,0,1,18
8245,0,1,1,0,0,22
8246,1,0,1,1,1,1
8247,0,1,0,0,1,2
8248,1,0,0,1,0,2
8249,1,1,1,1,1,17
8250,0,1,0,1,0,24
8251,0,0,1,1,0,7
8252,0,0,1,1,1,23
8253,1,1,1,1,1,19
8254,0,0,1,1,1,13
8255,0,1,0,1,1,3
8256,0,0,1,0,1,23
8257,1,0,0,0,1,15
8258,0,1,0,1,1,6
8259,1,1,0,1,0,24
8260,1,1,1,0,0,2
8261,1,1,1,1,0,12
8262,1,0,1,1,1,15
8263,1,1,1,1,0,14
8264,0,1,0,0,0,11
8265,0,1,0,1,1,10
8266,0,1,1,0,0,24
8267,0,0,1,1,1,9
8268,1,1,0,1,1,10
8269,1,0,1,0,0,15
8270,0,1,0,1,0,7
8271,0,0,0,1,0,7
8272,1,0,0,0,1,17
8273,1,0,1,0,0,23
8274,1,0,1,1,1,23
8275,1,0,0,1,1,8
8276,1,1,0,1,1,18
8277,0,1,0,0,1,22
8278,0,1,1,1,1,15
8279,1,0,1,0,1,2
8280,1,1,1,0,1,14
8281,0,0,0,0,1,24
8282,0,1,0,0,0,11
8283,0,1,0,1,1,16
8284,0,1,0,0,0,23
8285,1,0,0,1,1,6
8286,0,0,0,1,1,13
8287,0,0,0,0,1,3
8288,0,0,1,0,1,22
8289,1,1,1,1,1,13
8290,0,1,0,0,0,18
8291,0,0,0,1,1,18
8292,0,0,1,1,1,15
8293,0,1,0,1,1,16
8294,1,0,0,0,0,18
8295,0,0,0,0,0,19
8296,0,1,1,0,0,6
8297,0,0,1,1,0,15
8298,1,0,1,1,1,9
8299,1,1,0,0,1,0
8300,1,1,0,1,1,7
8301,1,1,0,1,1,11
8302,1,0,1,0,0,22
8303,1,0,1,0,0,10
8304,1,1,0,0,0,8
8305,1,0,0,0,1,13
8306,1,1,0,1,1,0
8307,0,0,1,0,1,7
8308,1,0,1,0,0,23
8309,1,1,0,1,1,5
8310,0,1,0,0,0,0
8311,1,1,1,1,1,14
8312,0,0,0,0,1,13
8313,1,0,0,1,1,3
8314,1,0,0,1,1,17
8315,0,0,0,0,1,15
8316,1,0,0,1,0,10
8317,1,1,0,1,0,18
8318,1,0,1,0,0,8
8319,1,1,0,0,1,0
8320,1,1,0,0,0,22
8321,0,0,1,1,0,18
8322,1,0,0,0,1,14
8323,0,1,1,0,0,1
8324,0,1,0,0,0,16
8325,0,1,1,1,1,13
8326,0,1,0,0,1,4
8327,0,0,1,0,1,11
8328,0,1,1,0,1,12
8329,0,1,1,1,1,6
8330,0,0,0,1,0,2
8331,1,0,0,0,1,12
8332,0,1,1,1,0,5
8333,0,0,1,1,0,22
8334,0,0,0,0,0,18
8335,1,0,1,1,1,6
8336,0,0,0,0,1,0
8337,0,0,1,1,0,18
8338,0,1,0,1,1,14
8339,1,0,0,0,0,20
8340,1,1,1,1,0,20
8341,0,1,1,1,0,2
8342,1,0,0,1,0,18
8343,1,0,1,1,1,6
8344,0,1,1,0,1,13
8345,0,1,0,1,0,18
8346,0,1,1,1,0,12
8347,1,0,0,1,0,3
8348,1,1,1,0,1,4
8349,1,1,0,1,0,19
8350,1,1,1,1,1,20
8351,0,1,0,1,1,15
8352,1,0,0,0,0,19
8353,0,1,1,0,1,2
8354,1,1,0,1,1,16
8355,1,0,0,0,1,6
8356,0,0,1,1,1,13
8357,0,0,1,1,1,24
8358,0,1,1,1,1,20
8359,0,1,1,0,1,22
8360,0,1,0,0,1,8
8361,0,0,1,1,1,24
8362,0,1,0,1,1,6
8363,1,0,0,1,0,15
8364,1,0,0,0,1,20
8365,0,1,1,0,1,7
8366,1,1,1,1,0,9
8367,0,1,0,1,1,15
8368,0,1,0,0,0,24
8369,0,0,0,0,1,23
8370,0,1,1,1,1,23
8371,0,1,1,1,1,23
8372,1,0,1,1,1,10
8373,1,0,0,1,1,11
8374,0,0,0,0,1,16
8375,0,1,1,0,0,6
8376,0,0,0,1,1,12
8377,0,0,1,0,0,21
8378,1,1,0,1,0,4
8379,0,0,0,1,1,8
8380,1,0,1,1,1,10
8381,1,1,0,0,1,8
8382,0,1,0,1,0,23
8383,0,1,0,1,0,13
8384,1,0,1,0,1,15
8385,1,0,1,1,0,0
8386,0,1,1,0,1,3
8387,1,0,1,1,0,11
8388,1,0,1,1,0,7
8389,0,1,1,1,0,24
8390,1,0,1,0,1,16
8391,1,0,1,1,0,4
8392,1,1,1,0,1,12
8393,1,0,1,0,0,14
8394,1,0,0,0,0,10
8395,0,0,0,1,0,22
8396,1,1,0,0,1,17
8397,0,0,0,0,0,23
8398,1,1,1,0,1,3
8399,1,0,0,1,0,17
8400,0,1,0,1,1,19
8401,1,1,0,1,1,6
8402,1,1,0,0,1,10
8403,1,1,0,1,0,16
8404,0,0,0,1,0,9
8405,0,1,0,1,1,19
8406,0,1,0,0,1,12
8407,1,0,0,1,1,18
8408,1,1,0,0,0,6
8409,0,1,1,1,0,19
8410,0,0,0,0,1,18
8411,0,1,1,0,1,5
8412,1,0,1,1,0,14
8413,0,1,0,1,0,10
8414,1,1,0,1,1,9
8415,0,1,0,1,0,19
8416,0,0,1,0,0,14
8417,0,1,0,0,0,8
8418,1,0,0,0,0,16
8419,0,1,0,0,0,0
8420,0,1,1,0,0,17
8421,1,0,0,0,1,21
8422,0,1,1,0,1,11
8423,0,0,1,0,1,18
8424,1,0,1,1,0,24
8425,1,1,0,0,0,0
8426,1,0,1,0,0,12
8427,1,1,0,1,0,1
8428,1,1,0,0,1,15
8429,0,1,1,0,1,5
8430,1,0,1,0,0,22
8431,0,1,1,1,0,8
8432,0,1,1,1,1,10
8433,0,1,1,0,0,21
8434,1,1,1,0,0,20
8435,0,0,1,1,1,14
8436,0,0,1,1,0,20
8437,1,1,0,1,1,12
8438,0,1,0,1,1,0
8439,0,1,1,1,0,23
8440,0,0,1,0,1,24
8441,1,0,1,1,0,22
